id,question,answers,category,importance,source_page
ch08-p3-q10,部分純資産直入法の根拠となる考え方は？,保守主義,theme08,A,99
ch08-p3-q11,金銭債権の貸借対照表価額は？,取得価額－貸倒引当金|取得価額-貸倒引当金,theme08,A,99
ch08-p3-q12,貸倒見積高の算出方法を3つ示せ。,貸倒実績率法||キャッシュ・フロー見積法||財務内容評価法,theme08,A,99
ch08-p5-q01,金融資産は、（①）に対する情報提供、（②）の財務認識、国際的調和化という3つの視点から基本的には（③）で評価する。しかし、すべての金融資産が（③）で評価されるわけではなく、市場が存在せず、また、売却に事業遂行上の（④）がある場合は、（③）で評価しない。,投資者||企業||時価||制約,theme08,B,101
ch08-p5-q02,金融資産および金融負債は、その契約締結時から（①）の変動リスクと信用リスクを負うため、契約締結時にその（②）を認識する。,時価||発生,theme08,B,101
ch08-p5-q03,金融資産の消滅の認識に関する考え方には、（①）と（②）がある。（①）とは金融資産のほとんどすべてのリスクと経済価値が移転した場合のみ権利に対する支配の移転を認める考え方であり、（②）は、財務構成要素の部分的な移転を認める考え方である。（①）では、取引の経済的効果を財務諸表に反映できないため、金融資産の消滅の認識に関しては、（②）が採用されている。,リスク・経済価値アプローチ||財務構成要素アプローチ,theme08,B,101
ch08-p7-q01,金融資産を4つ示せ。,現金預金||金銭債権||有価証券||デリバティブ資産,theme08,B,103
ch08-p7-q02,金融資産の特徴を2つ示せ。,市場で客観的な時価を把握できる|市場で客観的な時価を把握できること||時価で換金等できる|時価で換金等できること,theme08,B,103
ch08-p7-q03,金融資産を時価評価すべき視点を3つ示せ。,投資情報||企業の財務認識||国際的調和化,theme08,B,103
ch08-p7-q04,金融負債を2つ示せ。,金銭債務||デリバティブ負債,theme08,B,103
ch08-p7-q05,金銭債務の評価額とその理由は？,債務額、時価がなく市場での清算が困難だから|債務額、時価がなく市場での清算が困難であるため|債務額、時価がなく市場での清算が困難,theme08,B,103
ch08-p7-q06,金融資産の発生の認識を行うのはいつか？,契約締結時,theme08,B,103
ch08-p7-q07,金融資産にあるリスクを2つ示せ。,時価の変動リスク||信用リスク,theme08,B,103
ch08-p7-q08,金融資産の消滅の認識が行われる場合を3つ示せ。,権利を行使した場合||権利を喪失した場合||権利に対する支配が他に移転した場合,theme08,B,103
ch08-p7-q09,金融資産の消滅の認識における権利に対する支配の移転の考え方を2つ示せ。,財務構成要素アプローチ||リスク・経済価値アプローチ,theme08,B,103
ch08-p7-q10,財務構成要素アプローチが採用される理由は？,取引の経済効果を財務諸表に表示するため|取引の経済効果を財務諸表に反映するため,theme08,B,103
ch09-p1-q01,有形固定資産の（①）をその利用期間（耐用年数）にわたり（②）する手続が減価償却である。減価償却の目的は、有形固定資産の（①）を（②）することにより適正な期間（③）を行うことにある。,取得原価||費用配分||損益計算,theme09,A,98
ch09-p1-q02,有形固定資産の減価償却方法には、（①）を配分基準とする方法と（②）を配分基準とする方法がある。理論的には、固定資産の（③）提供に比例した費用を計上する後者が望ましいが、（③）の提供の総量の把握は困難な場合が多く、一般に前者が採用されている。,期間||生産高（利用高）|生産高|利用高||用役,theme09,A,98
ch09-p1-q03,減価償却の目的は、有形固定資産の取得原価の（①）を通じた適正な期間（②）にあるが、（③）と（④）という2つの経済的効果を有する。（③）とは、固定資産に投下された資金が貨幣性資産として回収されることにより流動化することをいい、（④）とは、減価償却費が（⑤）を伴わない費用であるため、同額の取替資金が企業内部に留保される効果をいう。,費用配分||損益計算||固定資産の流動化||自己金融効果||現金支出,theme09,A,98
ch09-p3-q01,減価償却とは？,有形固定資産の取得原価の費用配分|有形固定資産の取得原価を費用配分する手続,theme09,A,101
ch09-p3-q02,計画的・規則的な減価償却を何と呼ぶか？,正規の減価償却,theme09,A,101
ch09-p3-q03,減価償却の目的は？,適正な期間損益計算,theme09,A,101
ch09-p3-q04,減価償却の効果は？,固定資産の流動化||自己金融効果,theme09,A,101
ch09-p3-q05,減価償却における配分基準は？,期間||生産高（利用高）|生産高|利用高,theme09,A,101
ch09-p3-q06,期間を配分基準とした償却方法は？,定額法||定率法||級数法,theme09,A,101
ch09-p3-q07,生産高（利用高）を配分基準とした償却方法は？,生産高比例法,theme09,A,101
ch09-p3-q08,購入した有形固定資産の取得原価は？,購入代価＋付随費用|購入代価に付随費用を加算した金額,theme09,A,101
ch09-p3-q09,製造した有形固定資産の取得原価は？,製造原価,theme09,A,101
ch09-p3-q10,原価算入できる借入金利子は？,自家建設で稼働前の期間対応分|自家建設に係る借入金利子のうち稼働前の期間対応分,theme09,A,101
ch09-p3-q11,贈与により取得した資産の取得原価は？,取得資産の時価|資産取得時の時価,theme09,A,101
ch09-p3-q12,異種資産との交換による取得原価は？,譲渡資産の時価,theme09,A,101
ch09-p3-q13,同種資産との交換による取得原価は？,譲渡資産の帳簿価額,theme09,A,101
ch09-p5-q01,借入金の利子は（①）上の費用であり、通常、固定資産の（②）に算入されない。しかし、自家建設した固定資産の取得に要する借入金の利子のうち稼働前の期間に属する部分については、（③）との対応関係が存在しないことが明らかであり、固定資産の稼働後の収益と対応させるため、固定資産の（②）に算入したうえで、これを（④）することができる。,財務||取得原価||収益||費用配分,theme09,B,103
ch09-p5-q02,有形固定資産を交換により取得した場合は、その取得資産の種類および用途により取得原価は異なる。取得資産が提供資産と同種・同用途である場合は、提供資産の（①）を引き継ぐが、取得資産と提供資産が異なる種類・用途である場合は、譲渡資産の（②）を取得原価とする。,帳簿価額||時価（公正な評価額）|時価|公正な評価額,theme09,B,103
ch09-p5-q03,減価償却とは異なる有形固定資産の費用配分方法に（①）と（②）がある。（①）は取替資産の取替えに要する支出を（③）支出とする方法であり、（②）は減耗性資産の物理的な減少に着目した費用配分方法である。,取替法||減耗償却||収益的,theme09,B,103
ch09-p7-q01,減価償却の経済的効果は？,自己金融効果||固定資産の流動化,theme09,B,105
ch09-p7-q02,自己金融効果とは？,減価償却費相当額の取替資金の留保効果|減価償却費相当額の取替資金が企業内部に留保される効果,theme09,B,105
ch09-p7-q03,固定資産の流動化とは？,固定資産に投下した資金の回収による流動化|固定資産に投下された資金が貨幣性資産として回収されることによる流動化,theme09,B,105
ch09-p7-q04,自家建設により取得した固定資産の借入金利子を取得原価に算入することができる根拠となる原則は？,費用収益対応の原則,theme09,B,105
ch09-p7-q05,同種・同用途資産の交換時に帳簿価額を引き継ぐ理由は？,投資が継続しているから|投資が継続しているため,theme09,B,105
ch09-p7-q06,期間を配分基準とする減価償却方法を保守主義的な順に示せ。,定率法||級数法||定額法,theme09,B,105
ch09-p7-q07,取替法とは？,取替資産の取替費用を収益的支出とする方法|取替資産の取替えに要する支出を収益的支出とする方法,theme09,B,105
ch09-p7-q08,減耗償却とは？,減耗性資産の数量的な減少に着目した費用配分方法|減耗性資産の物理的な減少に着目した費用配分方法,theme09,B,105
ch09-p7-q09,減耗償却と同様の手続をとる減価償却方法は？,生産高比例法,theme09,B,105
ch10-p1-q01,引当金は将来の特定の費用や損失を当期に計上する際に設定される（①）項目であり、その設定目的は適正な期間（②）にある。将来の費用や損失を先取りし、当期に費用計上するために設定されるのが引当金であり、その計上は広義の（③）に該当する。,貸方||損益計算||費用配分,theme10,A,109
ch10-p1-q02,引当金は将来事象に対するものであり、その設定要件は厳格に定められている。将来の（①）の費用または損失に対するものであること、その（②）が当期以前の事象に起因すること、（②）の可能性が高いこと、金額の合理的な見積りが可能なこと、という要件を充足した場合に限り、将来の費用または損失のうち当期に負担する金額を費用計上するために引当金が設定される。,特定||発生,theme10,A,109
ch10-p1-q03,引当金の計上根拠となる損益計算書原則には費用収益対応の原則と発生主義がある。一般的な意味での発生主義は、経済価値の（①）に費用（②）の根拠を求めるが、引当金ではその（③）発生を含めて理解される。,費消||認識||原因,theme10,A,109
ch10-p3-q01,引当金とは？,将来の特定の費用・損失を見積計上する際の貸方項目|将来の特定の費用または損失を見積計上する際の貸方項目,theme10,A,111
ch10-p3-q02,引当金計上の目的は？,期間損益計算の適正化|適正な期間損益計算,theme10,A,111
ch10-p3-q03,引当金の計上根拠としての損益計算書原則を2つ示せ。,発生主義の原則||費用収益対応の原則,theme10,A,111
ch10-p3-q04,引当金の設定根拠となる発生主義の原則における発生の意味は？,経済価値の費消||経済価値の費消とその原因の発生,theme10,A,111
ch10-p3-q05,損益計算書原則以外の引当金の計上根拠は？,保守主義,theme10,A,111
ch10-p3-q06,引当金の設定要件を4つ示せ。,将来の特定の費用または損失であること||その発生が当期以前の事象に起因すること||発生の可能性が高いこと||その金額を合理的に見積もることができること,theme10,A,111
ch10-p3-q07,引当金を貸借対照表の表示面から2つに分けよ。,評価性引当金||負債性引当金,theme10,A,111
ch10-p5-q01,引当金は、貸借対照表の表示の観点から（①）性引当金と（②）性引当金に区分される。このうち（①）性引当金は、繰入額の性格の観点から（③）性引当金、（④）性引当金に区分される。,負債||評価||費用||損失,theme10,B,113
ch10-p5-q02,偶発債務は発生の可能性が低い段階では（①）による開示を行う。発生の可能性が高く、金額の合理的な見積りが可能な段階で引当金が設定される。,注記,theme10,B,113
ch10-p5-q03,引当金も積立金も将来の支出に備える不特定資産の（①）を意味する貸方項目である点が共通する。しかし、引当金が（②）の過程で生じるのに対して、積立金は（②）後の剰余金の処分の過程で生じる点が異なる。,留保||損益計算,theme10,B,113
ch10-p5-q04,未払費用は継続的な役務提供契約に係るものであり、（①）により確定した対価を基礎として計算するのに対して、引当金は（①）を前提とせず、支出額を合理的に見積計上する点が異なる。,契約,theme10,B,113
ch10-p7-q01,負債性引当金を法的な視点から2つに分けよ。,債務である引当金||債務でない引当金,theme10,B,115
ch10-p7-q02,債務でない負債性引当金を1つ示せ。,修繕引当金|特別修繕引当金,theme10,B,115
ch10-p7-q03,負債性引当金をその繰入額の性格から2つに区分せよ。,費用性引当金||損失性引当金,theme10,B,115
ch10-p7-q04,引当金と積立金の共通点は？,不特定資産の留保を意味する|将来の支出に備える不特定資産の留保を意味する,theme10,B,115
ch10-p7-q05,引当金と積立金の相違点は？,引当金は期間損益計算により生じ、積立金は剰余金の処分で生ずる|引当金は損益計算の過程で生じ、積立金は剰余金の処分の過程で生じる,theme10,B,115
ch10-p7-q06,未払費用と引当金の違いは？,未払費用は契約による確定金額を基礎とし、引当金は見積計上する|未払費用は契約により確定した対価を基礎とし、引当金は支出額を合理的に見積計上する,theme10,B,115
ch10-p7-q07,偶発債務の開示方法を2つ示せ。,注記||引当金の計上,theme10,B,115
ch10-p7-q08,偶発債務の注記での開示と引当金計上との違いは？,発生の可能性|発生の可能性が高いか否か,theme10,B,115
ch11-p1-q01,狭義の発生主義による費用であるが、その（①）の（②）が将来の期間に及ぶため経過的に貸借対照表に資産計上された項目が繰延資産である。繰延資産は、その（②）の発現という事実ないし将来の収益との（③）関係という事実に着目して繰延経理が認められている。,支出||効果||対応,theme11,A,119
ch11-p1-q02,繰延資産は、（①）を有せず、いわゆる静態論のもとでの資産性はない。期間損益計算の適正化の見地から資産計上が認められるのが繰延資産である。概念フレームワークでは、資産の本質を（②）の獲得への貢献と捉えており、現行制度上の繰延資産の全てが資産性を有するかは疑問であるが、（②）の獲得に貢献する限り、資産性が認められると考えられる。,換金価値||キャッシュ,theme11,A,119
ch11-p1-q03,現行制度上は、株式交付費、社債発行費等、創立費、開業費、（①）の5項目について繰延資産の計上が認められている。,開発費,theme11,A,119
ch11-p3-q01,繰延資産とは？,将来に繰延べられた特定の費用,theme11,A,121
ch11-p3-q02,繰延経理の根拠は？,効果の発現||収益との対応関係,theme11,A,121
ch11-p3-q03,静態論での繰延資産の資産性は？,売却価値がなく、資産性はない|換金価値がなく、資産性はない,theme11,A,121
ch11-p3-q04,動態論での繰延資産の資産性は？,期間損益計算の観点から繰延べられたものであり、資産性がある|期間損益計算の観点から繰延べられたもので資産性がある,theme11,A,121
ch11-p3-q05,概念フレームワークでの繰延資産の資産性は？,キャッシュの獲得に貢献する限り、資産性がある|キャッシュの獲得に貢献する限り資産性がある,theme11,A,121
ch11-p3-q06,現行制度上の繰延資産を列挙せよ。,創立費||開業費||開発費||株式交付費||社債発行費等,theme11,A,121
ch11-p3-q07,創立費および開業費の原則的取扱いは？,営業外費用,theme11,A,121
ch11-p5-q01,株式交付費の支出は、（①）取引ではなく、資金調達を行うために要するものであり、財務費用としての性格が強い。また、資金調達に要する費用を会社の（②）に反映させることが投資者に有用な情報を提供することになるため、株式交付費は、原則として（③）として処理する。ただし、これを繰延資産として計上することもできる。,資本||業績||費用（営業外費用）|営業外費用|費用,theme11,B,123
ch11-p5-q02,社債発行費は原則として（①）として処理するが、繰延資産として計上することもできる。社債発行者にとって、社債利息以外に社債発行費も含めて（②）と考えることができ、国際的な会計基準における償却方法との整合性も考慮し、繰延資産として計上した社債発行費は原則として（③）により償却する。なお、継続適用を要件として（④）による償却も認められる。,費用（営業外費用）|営業外費用|費用||資金調達費（コスト）|資金調達費|資金調達コスト||利息法||定額法,theme11,B,123
ch11-p5-q03,対価性を有するのれんを（①）といい、対価性を有しない企業が自ら創設したのれんを（②）という。企業会計上、その計上が認められるのは（①）のみであり、（②）は事実の開示という財務報告の目的に反し、未実現利益を計上するため認められない。,買入のれん（有償取得のれん）|買入のれん|有償取得のれん||自己創設のれん,theme11,B,123
ch11-p7-q01,会社法上、繰延資産が関連する規定は？,分配可能額の算定,theme11,B,125
ch11-p7-q02,分配可能額の計算で繰延資産を考慮する理由は？,換金価値がないため|換金価値を有しないため,theme11,B,125
ch11-p7-q03,社債発行費を繰延資産計上した場合の償却方法は？,利息法||定額法,theme11,B,125
ch11-p7-q04,社債発行費の償却方法が原則的に利息法である理由は？,資金調達コストだから|資金調達費だから,theme11,B,125
ch11-p7-q05,株式交付費を営業外費用とする理由は？,資本取引ではないため|資本取引に該当しないため,theme11,B,125
ch11-p7-q06,自己株式処分費用を繰延資産とする場合の名称は？,株式交付費,theme11,B,125
ch11-p7-q07,自己株式の取得・消却費用の制度上の取扱いは？,営業外費用,theme11,B,125
ch11-p7-q08,株式交付費と社債発行費の共通点は？,資金調達費である点|資金調達費であること,theme11,B,125
ch11-p7-q09,繰延資産と長期前払費用の違いは？,役務提供を受けているか否か|役務の提供を受けているか否か,theme11,B,125
ch12-p1-q01,外貨建取引は（①）の為替相場で換算し、決済時には（②）の為替相場で換算する。（①）と（②）の為替相場の変動から生ずる換算差額は、為替差損益として処理し、損益計算書では純額で（③）に表示する。,取引発生時||決済時||営業外損益,theme12,A,129
ch12-p1-q02,本店における外貨建資産負債の決算時の換算方法には（①）が用いられる。（①）とは、貨幣項目を決算時、非貨幣項目を取得時・発生時の為替相場で換算する方法をいう。この他に流動・非流動法、在外支店の中心的な換算方法である（②）、在外子会社の中心的換算方法である（③）がある。,貨幣・非貨幣法||テンポラル法||決算日レート法,theme12,A,129
ch12-p1-q03,外貨建債権債務は円貨では為替相場の変動リスクを負っているため外貨建の金額を（①）の為替相場で換算する。満期保有目的の債券は金銭債権との類似性を考慮し、（①）の為替相場で換算する。売買目的有価証券は円貨額による時価評価額を求める過程としての換算であり、（①）の為替相場で換算する。,決算時,theme12,A,129
ch12-p3-q01,外貨建取引の換算相場は？,取引発生時の為替相場,theme12,A,131
ch12-p3-q02,決算時における外貨建資産・負債の換算方法は？,決算日レート法||流動・非流動法||貨幣・非貨幣法||テンポラル法,theme12,A,131
ch12-p3-q03,個別財務諸表の中心的換算方法は？,貨幣・非貨幣法,theme12,A,131
ch12-p3-q04,在外支店の中心的換算方法は？,テンポラル法,theme12,A,131
ch12-p3-q05,在外子会社の中心的換算方法は？,決算日レート法,theme12,A,131
ch12-p3-q06,外貨建債権債務を決算時の為替相場で換算する理由は？,円貨では為替相場の変動リスクを負っているため|円貨で為替相場の変動リスクを負っているため,theme12,A,131
ch12-p3-q07,外貨建満期保有目的の債券を決算時の為替相場で換算する理由は？,金銭債権との類似性を考慮したため|金銭債権との類似性を考慮するため,theme12,A,131
ch12-p3-q08,外貨建売買目的有価証券を決算時の為替相場で換算する理由は？,円貨額による時価評価額を求める過程としての換算だから|円貨額による時価評価額を求める過程としての換算であるため,theme12,A,131
ch12-p5-q01,一取引基準とは、外貨建取引とその取引に係る代金決済取引を連続した（①）の取引とみなして会計処理を行う方法をいう。二取引基準とは、外貨建取引とその取引に係る代金決済取引を（②）の取引とみなして会計処理を行う方法をいう。,一つ（1個）|一つ|1個||別個,theme12,B,133
ch12-p5-q02,独立処理とは、為替予約等を外貨建取引とは（①）した別個の取引として会計処理を行う方法をいう。振当処理とは、為替予約等により確定する決済時における円貨額により外貨建取引等を換算し、直物為替相場との差額を期間（②）する方法をいう。,独立||配分,theme12,B,133
ch12-p5-q03,在外支店の中心的な換算方法は、その評価の属性に従った換算を行う（①）による。これに対して在外子会社は、在外支店とは異なり、現地国での活動が中心となるため中心的な換算方法は、（②）による。,テンポラル法||決算日レート法,theme12,B,133
ch12-p7-q01,為替差損益の処理方法を2つ示せ。,二取引基準||一取引基準,theme12,B,135
ch12-p7-q02,二取引基準とは？,外貨建取引と決済取引を別々に処理する方法|外貨建取引とその代金決済取引を別個の取引として処理する方法,theme12,B,135
ch12-p7-q03,一取引基準とは？,外貨建取引と決済取引を一体として処理する方法|外貨建取引とその代金決済取引を一つの取引として処理する方法,theme12,B,135
ch12-p7-q04,為替予約の処理方法を2つ示せ（原則的方法を先にあげること）。,独立処理||振当処理,theme12,B,135
ch12-p7-q05,独立処理とは？,外貨建金銭債権債務と為替予約を別個に換算する方法|外貨建金銭債権債務と為替予約を別個の取引として換算する方法,theme12,B,135
ch12-p7-q06,振当処理とは？,直先差額を期間配分する方法|直物為替相場と予約相場との差額を期間配分する方法,theme12,B,135
ch12-p7-q07,振当処理を適用する要件は？,ヘッジ会計の要件を満たすこと|ヘッジ会計の要件を満たす場合,theme12,B,135
ch12-p7-q08,在外子会社の資本項目の換算相場は？,取得・発生時の為替相場|取得時または発生時の為替相場,theme12,B,135
ch12-p7-q09,在外子会社の費用収益の原則的換算相場は？,期中平均相場|期中平均の為替相場,theme12,B,135
ch12-p7-q10,在外子会社の費用収益の例外的換算相場は？,決算時の為替相場|決算日レート,theme12,B,135
ch13-p1-q01,固定資産の減損とは、資産の（①）が低下し、その投資額を（②）することができない状態をいう。このような場合に（③）基準の下で当該資産の帳簿価額を回収可能価額まで臨時的に減額する手続が減損処理である。,収益性||回収||取得原価,theme13,A,139
ch13-p1-q02,減損処理は、金融投資に該当する売買目的有価証券を（①）で評価し、その評価差額を当期の（②）とする会計処理とは異なり、過大となった帳簿価額を切り下げ、将来に損失を繰り延べないために行われる会計処理である。減損会計の本質は、ストックの（③）にあるのではなく、フローの（④）にある。,時価||損益||評価||配分,theme13,A,139
ch13-p1-q03,企業が行う投資の回収形態は資産の種類に応じて異なる。棚卸資産は（①）、債権は契約、固定資産は（②）によりそれぞれ投資額を回収するのが一般的である。固定資産は、（②）をやめ売却することも可能であるから、（②）による回収額すなわち（③）と、売却による回収額すなわち（④）のいずれか高い金額が回収可能価額とされる。,販売||使用||使用価値||正味売却価額,theme13,A,139
ch13-p3-q01,減損とは？,収益性の低下による投資額の回収不能|収益性の低下により投資額を回収できない状態,theme13,A,141
ch13-p3-q02,減損処理とは？,回収可能性を反映した帳簿価額の減額処理|資産の回収可能性を反映した帳簿価額の減額処理,theme13,A,141
ch13-p3-q03,減損処理の意味は？,将来に損失を繰り延べないための処理|将来に損失を繰延べないための処理,theme13,A,141
ch13-p3-q04,減損処理と同じ意味を持つ処理を2つ示せ。,有価証券の減損||棚卸資産の評価減,theme13,A,141
ch13-p3-q05,減損処理と時価評価の違いは？,フローの配分||ストックの評価替え,theme13,A,141
ch13-p3-q06,減損損失の測定が行われる場合は？,割引前将来キャッシュ・フローが帳簿価額を下回る場合|割引前将来キャッシュフロー＜帳簿価額,theme13,A,141
ch13-p3-q07,減損損失額は？,帳簿価額－回収可能価額|帳簿価額から回収可能価額を控除した額,theme13,A,141
ch13-p3-q08,有形固定資産への投資額の回収手段を2つ示せ。,売却||使用,theme13,A,141
ch13-p3-q09,回収可能価額は？,正味売却価額と使用価値のいずれか高い金額|正味売却価額と使用価値の高い方,theme13,A,141
ch13-p5-q01,減損の兆候がある資産について減損損失の判定を行うのは、実務上の過大な負担を避けるためである。また、減損損失の判定に（①）の将来キャッシュ・フローを使うのは、成果の不確定な事業用資産の減損は測定が（②）になるため、減損の存在が相当程度確実な場合に限り減損処理を行うためである。,割引前||主観的,theme13,B,143
ch13-p5-q02,減損処理をした固定資産の（①）がその後に回復しても、減損処理を行わなかったと仮定した場合の（②）まで増額する処理（減損損失の戻入れ）は行わない。,収益性||帳簿価額,theme13,B,143
ch13-p5-q03,減損処理を行った資産について、減損処理後の（①）を新たな（②）として、新たに耐用年数や残存価額を見積もる。減損処理後は、その後の事業年度に適正な原価配分を行うため、毎期計画的、（③）に減価償却を行わなければならない。,帳簿価額||取得原価||規則的,theme13,B,143
ch13-p7-q01,減損処理の対象となる資産は？,固定資産,theme13,B,145
ch13-p7-q02,減損会計の適用単位は？,キャッシュ・フローを生み出す最小の単位|キャッシュフローを生み出す最小の単位,theme13,B,145
ch13-p7-q03,減損損失の認識の判定を行う場合は？,減損の兆候がある場合|減損の兆候があるとき,theme13,B,145
ch13-p7-q04,減損の兆候の例は？,キャッシュ・フローの継続的なマイナス|キャッシュフローの継続的マイナス,theme13,B,145
ch13-p7-q05,減損の兆候がある時に認識の判定をする理由は？,実務上の過大な負担を避けるため|実務上の過大な負担の回避,theme13,B,145
ch13-p7-q06,減損損失の認識の判定に割引前将来キャッシュ・フローを使う理由は？,減損の存在が相当程度に確実な場合のみ減損損失を認識するため|減損の存在が相当程度確実な場合のみ認識するため,theme13,B,145
ch13-p7-q07,翌期に減損損失の戻入れを行わない理由を2つ示せ。,減損の存在が相当程度に確実な場合のみ減損損失を認識するため|減損の存在が相当程度確実な場合のみ認識するため||過大な事務的負担を避けるため|過大な事務的負担の回避,theme13,B,145
ch13-p7-q08,減損処理後の減価償却は？,減損処理後の帳簿価額により行う|減損処理後の帳簿価額を基礎として行う,theme13,B,145
ch14-p1-q01,企業利益に対して課される法人税等は、利益の処分ではなく、企業会計上の（①）に該当する。企業会計上と課税所得計算上の（②）や（③）に相違がある場合、（①）である法人税等を適切に期間（④）し、税引前当期純利益と法人税等を合理的に（⑤）させる手続が税効果会計である。,費用||資産||負債||配分||対応,theme14,A,149
ch14-p1-q02,資産負債法とは、企業会計上と課税所得計算上の（①）や（②）の差額に予測税率を適用した額を税効果額とする方法である。繰延法とは、企業会計上の収益・費用と課税所得計算上の益金・損金の差額に現行税率を適用した額を税効果額とする方法である。制度上は（③）が採用されている。,資産||負債||資産負債法,theme14,A,149
ch14-p1-q03,繰延税金資産は、将来の法人税等の支払額を（①）する効果を有し、一般的には法人税等の（②）額に相当するため、資産としての性格を有する。繰延税金負債は、将来の法人税等の支払額を（③）する効果を有し、法人税等の（④）額に相当するため、負債としての性格を有する。,減額||前払||増額||未払,theme14,A,149
ch14-p3-q01,企業会計上の法人税等の性格は？,費用,theme14,A,151
ch14-p3-q02,繰延税金資産の性格は？,法人税等の前払|法人税等の前払い,theme14,A,151
ch14-p3-q03,繰延税金負債の性格は？,法人税等の未払|法人税等の未払い,theme14,A,151
ch14-p3-q04,繰延税金資産の資産性は？,将来キャッシュ・アウトフローの減額をもたらし資産性がある|将来のキャッシュアウトフローの減額をもたらす,theme14,A,151
ch14-p3-q05,繰延税金負債の負債性は？,将来キャッシュ・アウトフローの増額をもたらし負債性がある|将来のキャッシュアウトフローの増額をもたらす,theme14,A,151
ch14-p3-q06,税効果会計の方法を2つ示せ。,資産負債法||繰延法,theme14,A,151
ch14-p3-q07,資産負債法は、会計と税務の何の違いに着目するか？,資産と負債|資産・負債,theme14,A,151
ch14-p3-q08,繰延法は、会計と税務の何の違いに着目するか？,収益・費用と益金・損金|収益費用と益金損金,theme14,A,151
ch14-p3-q09,資産負債法で用いられる税率は？,予測税率,theme14,A,151
ch14-p3-q10,繰延法で用いられる税率は？,現行税率,theme14,A,151
ch14-p3-q11,税率変更時に繰延税金資産・負債を再計算する方法は？,資産負債法,theme14,A,151
ch14-p3-q12,繰越欠損金等に適用がある方法は？,資産負債法,theme14,A,151
ch14-p3-q13,その他有価証券評価差額金に適用がある方法は？,資産負債法,theme14,A,151
ch14-p5-q01,繰延法が対象とする差異を（①）といい、資産負債法が対象とする差異を（②）という。現行制度上は資産負債法が採用され、（②）だけでなく、（③）を含む（④）に対して税効果会計が適用される。なお、税効果会計の適用がない差異を（⑤）という。,期間差異||一時差異||繰越欠損金等||一時差異等||永久差異,theme14,B,153
ch14-p5-q02,一時差異には、将来の差異解消時に課税所得を減額させる（①）一時差異と、将来の差異解消時に課税所得を増額させる（②）一時差異がある。,将来減算||将来加算,theme14,B,153
ch14-p5-q03,繰延税金資産は、（①）一時差異の解消年度を含む期間に次のいずれかを満たすことにより、回収可能性があると判断される。①一時差異等加減算前（②）が発生する可能性が高い。②①以外で一時差異等加減算前（②）を発生させる（③）が存在する。③①・②以外で（④）一時差異の解消が見込まれる。,将来減算||課税所得||タックス・プランニング||将来加算,theme14,B,153
ch14-p7-q01,繰延法で税効果会計の適用がある差異は？,期間差異,theme14,B,155
ch14-p7-q02,資産負債法で税効果会計の適用がある差異は？,一時差異,theme14,B,155
ch14-p7-q03,現行制度上の税効果会計の適用対象は？,一時差異等,theme14,B,155
ch14-p7-q04,税効果会計の適用がない差異は？,永久差異,theme14,B,155
ch14-p7-q05,繰越欠損金等に税効果会計が適用される条件は？,将来の課税所得と相殺可能なこと|将来の課税所得と相殺できること,theme14,B,155
ch14-p7-q06,将来課税所得を減額させる一時差異は？,将来減算一時差異,theme14,B,155
ch14-p7-q07,将来課税所得を増額させる一時差異は？,将来加算一時差異,theme14,B,155
ch14-p7-q08,繰延税金資産の回収可能性とは？,将来の税負担の軽減効果|将来における税負担の軽減効果,theme14,B,155
ch14-p7-q09,繰延税金資産の回収可能性の判断基準を3つ示せ。,一時差異等加減算前課税所得の十分性||タックス・プランニングの存在||将来加算一時差異の十分性,theme14,B,155
ch15-p1-q01,貸借対照表上、資産性や負債性を持つものを資産の部や負債の部に記載し、それらに該当しないものは資産と負債の（①）として（②）の部に記載する。この結果、企業の（③）などの財政状態をより適切に表示できる。,差額||純資産||支払能力,theme15,A,161
ch15-p1-q02,会計情報で特に重要なのは、投資の成果を表す利益の情報であり、当期純利益とこれを生み出す（①）は重視されるため、純資産の部は（①）とそれ以外に区分する。この結果、損益計算書の当期純利益と（②）を除く（①）の当期変動額は一致する。なお、（①）は、株主から直接拠出された維持すべき（③）と企業が稼得し処分可能な（④）に区別される。,株主資本||資本取引||払込資本（拠出資本）|払込資本|拠出資本||留保利益,theme15,A,161
ch15-p1-q03,自己株式の性格の考え方には（①）説と（②）説がある。（①）説では、自己株式を換金性のある会社財産と捉え、資産とする。（②）説は、自己株式の取得を株主への会社財産の払戻し、つまり（③）と捉え、資本の控除とする。現行制度は（②）説をとり、（④）の控除として表示する。,資産||資本控除||資本取引||株主資本,theme15,A,161
ch15-p3-q01,資産と負債の差額を純資産として表示するものは？,支払能力等の財政状態|支払能力等の財政状態を示す貸借対照表,theme15,A,163
ch15-p3-q02,株主資本を区別する理由は？,株主資本が純利益を生み出し重要なため|株主資本が純利益を生み出す元本として重要なため,theme15,A,163
ch15-p3-q03,資本取引とは？,株主との直接的取引|株主との直接取引,theme15,A,163
ch15-p3-q04,非支配株主持分を純資産とする理由は？,返済義務がある負債でないため|返済義務のある負債ではないため,theme15,A,163
ch15-p3-q05,非支配株主持分を株主資本以外とする理由は？,親会社株主に帰属するものではないため|親会社の株主に帰属しないため,theme15,A,163
ch15-p3-q06,会社法上の株主資本の区分を3つ示せ。,資本金||準備金||剰余金,theme15,A,163
